State,Source,Type,Category,Withdrawal_MGD,Population
Colorado,Surface,Saline,Thermoelectric,0.0,5030000
Connecticut,Surface,Saline,Thermoelectric,2460.0,3570000
Delaware,Surface,Saline,Thermoelectric,417.0,898000
District Of Columbia,Surface,Saline,Thermoelectric,0.0,602000
Florida,Surface,Saline,Thermoelectric,8570.0,18800000
Georgia,Surface,Saline,Thermoelectric,283.0,9690000
Hawaii,Surface,Saline,Thermoelectric,552.0,1360000
Idaho,Surface,Saline,Thermoelectric,0.0,1570000
Illinois,Surface,Saline,Thermoelectric,0.0,12800000
Indiana,Surface,Saline,Thermoelectric,0.0,6480000
Iowa,Surface,Saline,Thermoelectric,0.0,3050000
Kansas,Surface,Saline,Thermoelectric,0.0,2850000
Kentucky,Surface,Saline,Thermoelectric,0.0,4340000
Louisiana,Surface,Saline,Thermoelectric,1.68,4530000
Maine,Surface,Saline,Thermoelectric,26.0,1330000
Maryland,Surface,Saline,Thermoelectric,5760.0,5770000
Massachusetts,Surface,Saline,Thermoelectric,1930.0,6550000
Michigan,Surface,Saline,Thermoelectric,0.0,9880000
Minnesota,Surface,Saline,Thermoelectric,0.0,5300000
Mississippi,Surface,Saline,Thermoelectric,62.4,2970000
Missouri,Surface,Saline,Thermoelectric,0.0,5990000
Montana,Surface,Saline,Thermoelectric,0.0,989000
Nebraska,Surface,Saline,Thermoelectric,0.0,1830000
Nevada,Surface,Saline,Thermoelectric,0.0,2700000
New Hampshire,Surface,Saline,Thermoelectric,848.0,1320000
New Jersey,Surface,Saline,Thermoelectric,3740.0,8790000
New Mexico,Surface,Saline,Thermoelectric,0.0,2060000
New York,Surface,Saline,Thermoelectric,4850.0,19400000
North Carolina,Surface,Saline,Thermoelectric,1360.0,9540000
North Dakota,Surface,Saline,Thermoelectric,0.0,673000
Ohio,Surface,Saline,Thermoelectric,0.0,11500000
Oklahoma,Surface,Saline,Thermoelectric,0.0,3750000
Oregon,Surface,Saline,Thermoelectric,0.0,3830000
Pennsylvania,Surface,Saline,Thermoelectric,0.0,12700000
Rhode Island,Surface,Saline,Thermoelectric,232.0,1050000
South Carolina,Surface,Saline,Thermoelectric,0.0,4630000
South Dakota,Surface,Saline,Thermoelectric,0.0,814000
Tennessee,Surface,Saline,Thermoelectric,0.0,6350000
Texas,Surface,Saline,Thermoelectric,661.0,25100000
Utah,Surface,Saline,Thermoelectric,0.47,2760000
Vermont,Surface,Saline,Thermoelectric,0.0,626000
Virginia,Surface,Saline,Thermoelectric,3150.0,8000000
Washington,Surface,Saline,Thermoelectric,0.0,6720000
West Virginia,Surface,Saline,Thermoelectric,0.0,1850000
Wisconsin,Surface,Saline,Thermoelectric,0.0,5690000
Wyoming,Surface,Saline,Thermoelectric,0.0,564000
Puerto Rico,Surface,Saline,Thermoelectric,2270.0,3730000
U.S. Virgin Islands,Surface,Saline,Thermoelectric,116.0,106000
Alabama,Surface,Fresh,Total,9470.0,4780000
Alaska,Surface,Fresh,Total,391.0,710000
Arizona,Surface,Fresh,Total,3540.0,6390000
Arkansas,Surface,Fresh,Total,3540.0,2920000
California,Surface,Fresh,Total,18800.0,37300000
Colorado,Surface,Fresh,Total,9440.0,5030000
Connecticut,Surface,Fresh,Total,600.0,3570000
Delaware,Surface,Fresh,Total,144.0,898000
District Of Columbia,Surface,Fresh,Total,0.05,602000
Florida,Surface,Fresh,Total,2230.0,18800000
Georgia,Surface,Fresh,Total,3210.0,9690000
Hawaii,Surface,Fresh,Total,248.0,1360000
Idaho,Surface,Fresh,Total,13000.0,1570000
Illinois,Surface,Fresh,Total,12200.0,12800000
Indiana,Surface,Fresh,Total,7920.0,6480000
Iowa,Surface,Fresh,Total,2420.0,3050000
Kansas,Surface,Fresh,Total,800.0,2850000
Kentucky,Surface,Fresh,Total,4130.0,4340000
Louisiana,Surface,Fresh,Total,6960.0,4530000
Maine,Surface,Fresh,Total,309.0,1330000
Maryland,Surface,Fresh,Total,1210.0,5770000
Massachusetts,Surface,Fresh,Total,703.0,6550000
Michigan,Surface,Fresh,Total,10100.0,9880000
Minnesota,Surface,Fresh,Total,3080.0,5300000
Mississippi,Surface,Fresh,Total,1240.0,2970000
Missouri,Surface,Fresh,Total,6750.0,5990000
Montana,Surface,Fresh,Total,7360.0,989000
Nebraska,Surface,Fresh,Total,3320.0,1830000
Nevada,Surface,Fresh,Total,1420.0,2700000
New Hampshire,Surface,Fresh,Total,277.0,1320000
New Jersey,Surface,Fresh,Total,1320.0,8790000
New Mexico,Surface,Fresh,Total,1590.0,2060000
New York,Surface,Fresh,Total,5020.0,19400000
North Carolina,Surface,Fresh,Total,10400.0,9540000
North Dakota,Surface,Fresh,Total,994.0,673000
Ohio,Surface,Fresh,Total,8510.0,11500000
Oklahoma,Surface,Fresh,Total,1140.0,3750000
Oregon,Surface,Fresh,Total,4600.0,3830000
Pennsylvania,Surface,Fresh,Total,7480.0,12700000
Rhode Island,Surface,Fresh,Total,98.0,1050000
South Carolina,Surface,Fresh,Total,6440.0,4630000
South Dakota,Surface,Fresh,Total,287.0,814000
Tennessee,Surface,Fresh,Total,7230.0,6350000
Texas,Surface,Fresh,Total,15800.0,25100000
Utah,Surface,Fresh,Total,3110.0,2760000
Vermont,Surface,Fresh,Total,389.0,626000
Virginia,Surface,Fresh,Total,4140.0,8000000
Washington,Surface,Fresh,Total,3320.0,6720000
West Virginia,Surface,Fresh,Total,3410.0,1850000
Wisconsin,Surface,Fresh,Total,5400.0,5690000
Wyoming,Surface,Fresh,Total,4080.0,564000
Puerto Rico,Surface,Fresh,Total,611.0,3730000
U.S. Virgin Islands,Surface,Fresh,Total,2.85,106000
Alabama,Surface,Saline,Total,0.0,4780000
Alaska,Surface,Saline,Total,80.7,710000
Arizona,Surface,Saline,Total,0.0,6390000
Arkansas,Surface,Saline,Total,0.0,2920000
California,Surface,Saline,Total,6490.0,37300000
Colorado,Surface,Saline,Total,0.0,5030000
Connecticut,Surface,Saline,Total,2490.0,3570000
Delaware,Surface,Saline,Total,417.0,898000
District Of Columbia,Surface,Saline,Total,0.0,602000
Florida,Surface,Saline,Total,8580.0,18800000
Georgia,Surface,Saline,Total,283.0,9690000
Hawaii,Surface,Saline,Total,552.0,1360000
Idaho,Surface,Saline,Total,0.0,1570000
Illinois,Surface,Saline,Total,0.0,12800000
Indiana,Surface,Saline,Total,0.0,6480000
Iowa,Surface,Saline,Total,0.0,3050000
Kansas,Surface,Saline,Total,0.0,2850000
Kentucky,Surface,Saline,Total,0.0,4340000
Louisiana,Surface,Saline,Total,1.68,4530000
Maine,Surface,Saline,Total,40.8,1330000
Maryland,Surface,Saline,Total,5910.0,5770000
Massachusetts,Surface,Saline,Total,1930.0,6550000
Michigan,Surface,Saline,Total,0.0,9880000
Minnesota,Surface,Saline,Total,0.0,5300000
Mississippi,Surface,Saline,Total,62.4,2970000
Missouri,Surface,Saline,Total,0.0,5990000
Montana,Surface,Saline,Total,0.0,989000
Nebraska,Surface,Saline,Total,0.0,1830000
Nevada,Surface,Saline,Total,0.0,2700000
New Hampshire,Surface,Saline,Total,848.0,1320000
New Jersey,Surface,Saline,Total,3740.0,8790000
New Mexico,Surface,Saline,Total,0.0,2060000
New York,Surface,Saline,Total,4850.0,19400000
North Carolina,Surface,Saline,Total,1360.0,9540000
North Dakota,Surface,Saline,Total,0.0,673000
Ohio,Surface,Saline,Total,0.0,11500000
Oklahoma,Surface,Saline,Total,0.0,3750000
Oregon,Surface,Saline,Total,0.0,3830000
Pennsylvania,Surface,Saline,Total,0.0,12700000
Rhode Island,Surface,Saline,Total,241.0,1050000
South Carolina,Surface,Saline,Total,0.0,4630000
South Dakota,Surface,Saline,Total,0.0,814000
Tennessee,Surface,Saline,Total,0.0,6350000
Texas,Surface,Saline,Total,1280.0,25100000
Utah,Surface,Saline,Total,238.0,2760000
Vermont,Surface,Saline,Total,0.0,626000
Virginia,Surface,Saline,Total,3200.0,8000000
Washington,Surface,Saline,Total,33.1,6720000
West Virginia,Surface,Saline,Total,0.0,1850000
Wisconsin,Surface,Saline,Total,0.0,5690000
Wyoming,Surface,Saline,Total,0.0,564000
Puerto Rico,Surface,Saline,Total,2270.0,3730000
U.S. Virgin Islands,Surface,Saline,Total,124.0,106000
Alabama,Groundwater,Fresh,Public Supply,280.0,4780000
Alaska,Groundwater,Fresh,Public Supply,27.2,710000
Arizona,Groundwater,Fresh,Public Supply,585.0,6390000
Arkansas,Groundwater,Fresh,Public Supply,134.0,2920000
California,Groundwater,Fresh,Public Supply,2830.0,37300000
Colorado,Groundwater,Fresh,Public Supply,130.0,5030000
Connecticut,Groundwater,Fresh,Public Supply,135.0,3570000
Delaware,Groundwater,Fresh,Public Supply,44.8,898000
District Of Columbia,Groundwater,Fresh,Public Supply,0.0,602000
Florida,Groundwater,Fresh,Public Supply,2010.0,18800000
Georgia,Groundwater,Fresh,Public Supply,243.0,9690000
Hawaii,Groundwater,Fresh,Public Supply,258.0,1360000
Idaho,Groundwater,Fresh,Public Supply,212.0,1570000
Illinois,Groundwater,Fresh,Public Supply,367.0,12800000
Indiana,Groundwater,Fresh,Public Supply,351.0,6480000
Iowa,Groundwater,Fresh,Public Supply,309.0,3050000
Kansas,Groundwater,Fresh,Public Supply,160.0,2850000
Kentucky,Groundwater,Fresh,Public Supply,71.0,4340000
Louisiana,Groundwater,Fresh,Public Supply,378.0,4530000
Maine,Groundwater,Fresh,Public Supply,27.7,1330000
Maryland,Groundwater,Fresh,Public Supply,89.2,5770000
Massachusetts,Groundwater,Fresh,Public Supply,191.0,6550000
Michigan,Groundwater,Fresh,Public Supply,204.0,9880000
Minnesota,Groundwater,Fresh,Public Supply,353.0,5300000
Mississippi,Groundwater,Fresh,Public Supply,349.0,2970000
Missouri,Groundwater,Fresh,Public Supply,293.0,5990000
Montana,Groundwater,Fresh,Public Supply,65.6,989000
Nebraska,Groundwater,Fresh,Public Supply,234.0,1830000
Nevada,Groundwater,Fresh,Public Supply,133.0,2700000
New Hampshire,Groundwater,Fresh,Public Supply,34.7,1320000
New Jersey,Groundwater,Fresh,Public Supply,398.0,8790000
New Mexico,Groundwater,Fresh,Public Supply,211.0,2060000
New York,Groundwater,Fresh,Public Supply,457.0,19400000
North Carolina,Groundwater,Fresh,Public Supply,194.0,9540000
North Dakota,Groundwater,Fresh,Public Supply,30.5,673000
Ohio,Groundwater,Fresh,Public Supply,455.0,11500000
Oklahoma,Groundwater,Fresh,Public Supply,130.0,3750000
Oregon,Groundwater,Fresh,Public Supply,114.0,3830000
Pennsylvania,Groundwater,Fresh,Public Supply,226.0,12700000
Rhode Island,Groundwater,Fresh,Public Supply,15.8,1050000
South Carolina,Groundwater,Fresh,Public Supply,114.0,4630000
South Dakota,Groundwater,Fresh,Public Supply,74.3,814000
Tennessee,Groundwater,Fresh,Public Supply,301.0,6350000
Texas,Groundwater,Fresh,Public Supply,1130.0,25100000
Utah,Groundwater,Fresh,Public Supply,364.0,2760000
Vermont,Groundwater,Fresh,Public Supply,14.0,626000
Virginia,Groundwater,Fresh,Public Supply,71.0,8000000
Washington,Groundwater,Fresh,Public Supply,471.0,6720000
West Virginia,Groundwater,Fresh,Public Supply,34.2,1850000
Wisconsin,Groundwater,Fresh,Public Supply,261.0,5690000
Wyoming,Groundwater,Fresh,Public Supply,51.5,564000
Puerto Rico,Groundwater,Fresh,Public Supply,87.3,3730000
U.S. Virgin Islands,Groundwater,Fresh,Public Supply,0.91,106000
Alabama,Groundwater,Saline,Public Supply,0.0,4780000
Alaska,Groundwater,Saline,Public Supply,0.0,710000
Arizona,Groundwater,Saline,Public Supply,0.0,6390000
Arkansas,Groundwater,Saline,Public Supply,0.0,2920000
California,Groundwater,Saline,Public Supply,0.0,37300000
Colorado,Groundwater,Saline,Public Supply,0.0,5030000
Connecticut,Groundwater,Saline,Public Supply,0.0,3570000
Delaware,Groundwater,Saline,Public Supply,0.0,898000
District Of Columbia,Groundwater,Saline,Public Supply,0.0,602000
Florida,Groundwater,Saline,Public Supply,0.0,18800000
Georgia,Groundwater,Saline,Public Supply,0.0,9690000
Hawaii,Groundwater,Saline,Public Supply,0.0,1360000
Idaho,Groundwater,Saline,Public Supply,0.0,1570000
Illinois,Groundwater,Saline,Public Supply,0.0,12800000
Indiana,Groundwater,Saline,Public Supply,0.0,6480000
Iowa,Groundwater,Saline,Public Supply,0.0,3050000
Kansas,Groundwater,Saline,Public Supply,0.0,2850000
Kentucky,Groundwater,Saline,Public Supply,0.0,4340000
Louisiana,Groundwater,Saline,Public Supply,0.0,4530000
Maine,Groundwater,Saline,Public Supply,0.0,1330000
Maryland,Groundwater,Saline,Public Supply,0.0,5770000
Massachusetts,Groundwater,Saline,Public Supply,0.0,6550000
Michigan,Groundwater,Saline,Public Supply,0.0,9880000
Minnesota,Groundwater,Saline,Public Supply,0.0,5300000
Mississippi,Groundwater,Saline,Public Supply,0.0,2970000
Missouri,Groundwater,Saline,Public Supply,0.0,5990000
Montana,Groundwater,Saline,Public Supply,0.0,989000
Nebraska,Groundwater,Saline,Public Supply,0.0,1830000
Nevada,Groundwater,Saline,Public Supply,0.0,2700000
New Hampshire,Groundwater,Saline,Public Supply,0.0,1320000
New Jersey,Groundwater,Saline,Public Supply,0.0,8790000
New Mexico,Groundwater,Saline,Public Supply,0.0,2060000
New York,Groundwater,Saline,Public Supply,0.0,19400000
North Carolina,Groundwater,Saline,Public Supply,0.0,9540000
North Dakota,Groundwater,Saline,Public Supply,0.0,673000
Ohio,Groundwater,Saline,Public Supply,0.0,11500000
Oklahoma,Groundwater,Saline,Public Supply,0.0,3750000
Oregon,Groundwater,Saline,Public Supply,0.0,3830000
Pennsylvania,Groundwater,Saline,Public Supply,0.0,12700000
Rhode Island,Groundwater,Saline,Public Supply,0.0,1050000
South Carolina,Groundwater,Saline,Public Supply,0.0,4630000
South Dakota,Groundwater,Saline,Public Supply,0.0,814000
Tennessee,Groundwater,Saline,Public Supply,0.0,6350000
Texas,Groundwater,Saline,Public Supply,0.0,25100000
Utah,Groundwater,Saline,Public Supply,0.0,2760000
Vermont,Groundwater,Saline,Public Supply,0.0,626000
Virginia,Groundwater,Saline,Public Supply,0.0,8000000
Washington,Groundwater,Saline,Public Supply,0.0,6720000
West Virginia,Groundwater,Saline,Public Supply,0.0,1850000
Wisconsin,Groundwater,Saline,Public Supply,0.0,5690000
Wyoming,Groundwater,Saline,Public Supply,0.0,564000
Puerto Rico,Groundwater,Saline,Public Supply,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Public Supply,0.0,106000
Alabama,Groundwater,Fresh,Self Supplied,38.0,4780000
Alaska,Groundwater,Fresh,Self Supplied,14.1,710000
Arizona,Groundwater,Fresh,Self Supplied,27.2,6390000
Arkansas,Groundwater,Fresh,Self Supplied,12.8,2920000
California,Groundwater,Fresh,Self Supplied,142.0,37300000
Colorado,Groundwater,Fresh,Self Supplied,37.9,5030000
Connecticut,Groundwater,Fresh,Self Supplied,65.4,3570000
Delaware,Groundwater,Fresh,Self Supplied,14.8,898000
District Of Columbia,Groundwater,Fresh,Self Supplied,0.0,602000
Florida,Groundwater,Fresh,Self Supplied,214.0,18800000
Georgia,Groundwater,Fresh,Self Supplied,115.0,9690000
Hawaii,Groundwater,Fresh,Self Supplied,1.85,1360000
Idaho,Groundwater,Fresh,Self Supplied,79.0,1570000
Illinois,Groundwater,Fresh,Self Supplied,92.4,12800000
Indiana,Groundwater,Fresh,Self Supplied,126.0,6480000
Iowa,Groundwater,Fresh,Self Supplied,38.4,3050000
Kansas,Groundwater,Fresh,Self Supplied,14.9,2850000
Kentucky,Groundwater,Fresh,Self Supplied,19.7,4340000
Louisiana,Groundwater,Fresh,Self Supplied,47.0,4530000
Maine,Groundwater,Fresh,Self Supplied,33.0,1330000
Maryland,Groundwater,Fresh,Self Supplied,85.6,5770000
Massachusetts,Groundwater,Fresh,Self Supplied,37.9,6550000
Michigan,Groundwater,Fresh,Self Supplied,231.0,9880000
Minnesota,Groundwater,Fresh,Self Supplied,79.0,5300000
Mississippi,Groundwater,Fresh,Self Supplied,44.6,2970000
Missouri,Groundwater,Fresh,Self Supplied,61.8,5990000
Montana,Groundwater,Fresh,Self Supplied,21.2,989000
Nebraska,Groundwater,Fresh,Self Supplied,44.0,1830000
Nevada,Groundwater,Fresh,Self Supplied,29.8,2700000
New Hampshire,Groundwater,Fresh,Self Supplied,33.3,1320000
New Jersey,Groundwater,Fresh,Self Supplied,98.3,8790000
New Mexico,Groundwater,Fresh,Self Supplied,25.8,2060000
New York,Groundwater,Fresh,Self Supplied,152.0,19400000
North Carolina,Groundwater,Fresh,Self Supplied,231.0,9540000
North Dakota,Groundwater,Fresh,Self Supplied,3.68,673000
Ohio,Groundwater,Fresh,Self Supplied,134.0,11500000
Oklahoma,Groundwater,Fresh,Self Supplied,26.8,3750000
Oregon,Groundwater,Fresh,Self Supplied,60.0,3830000
Pennsylvania,Groundwater,Fresh,Self Supplied,201.0,12700000
Rhode Island,Groundwater,Fresh,Self Supplied,8.02,1050000
South Carolina,Groundwater,Fresh,Self Supplied,115.0,4630000
South Dakota,Groundwater,Fresh,Self Supplied,5.37,814000
Tennessee,Groundwater,Fresh,Self Supplied,38.7,6350000
Texas,Groundwater,Fresh,Self Supplied,259.0,25100000
Utah,Groundwater,Fresh,Self Supplied,8.44,2760000
Vermont,Groundwater,Fresh,Self Supplied,13.6,626000
Virginia,Groundwater,Fresh,Self Supplied,124.0,8000000
Washington,Groundwater,Fresh,Self Supplied,113.0,6720000
West Virginia,Groundwater,Fresh,Self Supplied,30.9,1850000
Wisconsin,Groundwater,Fresh,Self Supplied,78.4,5690000
Wyoming,Groundwater,Fresh,Self Supplied,8.55,564000
Puerto Rico,Groundwater,Fresh,Self Supplied,2.41,3730000
U.S. Virgin Islands,Groundwater,Saline,Self Supplied,0.0,106000
Alabama,Groundwater,Saline,Self Supplied,0.0,4780000
Alaska,Groundwater,Saline,Self Supplied,0.0,710000
Arizona,Groundwater,Saline,Self Supplied,0.0,6390000
Arkansas,Groundwater,Saline,Self Supplied,0.0,2920000
California,Groundwater,Saline,Self Supplied,0.0,37300000
Colorado,Groundwater,Saline,Self Supplied,0.0,5030000
Connecticut,Groundwater,Saline,Self Supplied,0.0,3570000
Delaware,Groundwater,Saline,Self Supplied,0.0,898000
District Of Columbia,Groundwater,Saline,Self Supplied,0.0,602000
Florida,Groundwater,Saline,Self Supplied,0.0,18800000
Georgia,Groundwater,Saline,Self Supplied,0.0,9690000
Hawaii,Groundwater,Saline,Self Supplied,0.0,1360000
Idaho,Groundwater,Saline,Self Supplied,0.0,1570000
Illinois,Groundwater,Saline,Self Supplied,0.0,12800000
Indiana,Groundwater,Saline,Self Supplied,0.0,6480000
Iowa,Groundwater,Saline,Self Supplied,0.0,3050000
Kansas,Groundwater,Saline,Self Supplied,0.0,2850000
Kentucky,Groundwater,Saline,Self Supplied,0.0,4340000
Louisiana,Groundwater,Saline,Self Supplied,0.0,4530000
Maine,Groundwater,Saline,Self Supplied,0.0,1330000
Maryland,Groundwater,Saline,Self Supplied,0.0,5770000
Massachusetts,Groundwater,Saline,Self Supplied,0.0,6550000
Michigan,Groundwater,Saline,Self Supplied,0.0,9880000
Minnesota,Groundwater,Saline,Self Supplied,0.0,5300000
Mississippi,Groundwater,Saline,Self Supplied,0.0,2970000
Missouri,Groundwater,Saline,Self Supplied,0.0,5990000
Montana,Groundwater,Saline,Self Supplied,0.0,989000
Nebraska,Groundwater,Saline,Self Supplied,0.0,1830000
Nevada,Groundwater,Saline,Self Supplied,0.0,2700000
New Hampshire,Groundwater,Saline,Self Supplied,0.0,1320000
New Jersey,Groundwater,Saline,Self Supplied,0.0,8790000
New Mexico,Groundwater,Saline,Self Supplied,0.0,2060000
New York,Groundwater,Saline,Self Supplied,0.0,19400000
North Carolina,Groundwater,Saline,Self Supplied,0.0,9540000
North Dakota,Groundwater,Saline,Self Supplied,0.0,673000
Ohio,Groundwater,Saline,Self Supplied,0.0,11500000
Oklahoma,Groundwater,Saline,Self Supplied,0.0,3750000
Oregon,Groundwater,Saline,Self Supplied,0.0,3830000
Pennsylvania,Groundwater,Saline,Self Supplied,0.0,12700000
Rhode Island,Groundwater,Saline,Self Supplied,0.0,1050000
South Carolina,Groundwater,Saline,Self Supplied,0.0,4630000
South Dakota,Groundwater,Saline,Self Supplied,0.0,814000
Tennessee,Groundwater,Saline,Self Supplied,0.0,6350000
Texas,Groundwater,Saline,Self Supplied,0.0,25100000
Utah,Groundwater,Saline,Self Supplied,0.0,2760000
Vermont,Groundwater,Saline,Self Supplied,0.0,626000
Virginia,Groundwater,Saline,Self Supplied,0.0,8000000
Washington,Groundwater,Saline,Self Supplied,0.0,6720000
West Virginia,Groundwater,Saline,Self Supplied,0.0,1850000
Wisconsin,Groundwater,Saline,Self Supplied,0.0,5690000
Wyoming,Groundwater,Saline,Self Supplied,0.0,564000
Puerto Rico,Groundwater,Saline,Self Supplied,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Self Supplied,0.0,106000
Alabama,Groundwater,Fresh,Irrigation,84.9,4780000
Alaska,Groundwater,Fresh,Irrigation,1.57,710000
Arizona,Groundwater,Fresh,Irrigation,1690.0,6390000
Arkansas,Groundwater,Fresh,Irrigation,7380.0,2920000
California,Groundwater,Fresh,Irrigation,8690.0,37300000
Colorado,Groundwater,Fresh,Irrigation,1300.0,5030000
Connecticut,Groundwater,Fresh,Irrigation,0.85,3570000
Delaware,Groundwater,Fresh,Irrigation,86.1,898000
District Of Columbia,Groundwater,Fresh,Irrigation,0.05,602000
Florida,Groundwater,Fresh,Irrigation,1580.0,18800000
Georgia,Groundwater,Fresh,Irrigation,636.0,9690000
Hawaii,Groundwater,Fresh,Irrigation,101.0,1360000
Idaho,Groundwater,Fresh,Irrigation,3820.0,1570000
Illinois,Groundwater,Fresh,Irrigation,208.0,12800000
Indiana,Groundwater,Fresh,Irrigation,98.4,6480000
Iowa,Groundwater,Fresh,Irrigation,41.6,3050000
Kansas,Groundwater,Fresh,Irrigation,2880.0,2850000
Kentucky,Groundwater,Fresh,Irrigation,1.65,4340000
Louisiana,Groundwater,Fresh,Irrigation,670.0,4530000
Maine,Groundwater,Fresh,Irrigation,2.51,1330000
Maryland,Groundwater,Fresh,Irrigation,53.4,5770000
Massachusetts,Groundwater,Fresh,Irrigation,118.0,6550000
Michigan,Groundwater,Fresh,Irrigation,147.0,9880000
Minnesota,Groundwater,Fresh,Irrigation,171.0,5300000
Mississippi,Groundwater,Fresh,Irrigation,1960.0,2970000
Missouri,Groundwater,Fresh,Irrigation,1350.0,5990000
Montana,Groundwater,Fresh,Irrigation,127.0,989000
Nebraska,Groundwater,Fresh,Irrigation,4300.0,1830000
Nevada,Groundwater,Fresh,Irrigation,653.0,2700000
New Hampshire,Groundwater,Fresh,Irrigation,1.25,1320000
New Jersey,Groundwater,Fresh,Irrigation,67.6,8790000
New Mexico,Groundwater,Fresh,Irrigation,1240.0,2060000
New York,Groundwater,Fresh,Irrigation,30.2,19400000
North Carolina,Groundwater,Fresh,Irrigation,88.3,9540000
North Dakota,Groundwater,Fresh,Irrigation,77.5,673000
Ohio,Groundwater,Fresh,Irrigation,17.2,11500000
Oklahoma,Groundwater,Fresh,Irrigation,429.0,3750000
Oregon,Groundwater,Fresh,Irrigation,1910.0,3830000
Pennsylvania,Groundwater,Fresh,Irrigation,7.39,12700000
Rhode Island,Groundwater,Fresh,Irrigation,2.3,1050000
South Carolina,Groundwater,Fresh,Irrigation,67.7,4630000
South Dakota,Groundwater,Fresh,Irrigation,198.0,814000
Tennessee,Groundwater,Fresh,Irrigation,44.3,6350000
Texas,Groundwater,Fresh,Irrigation,5100.0,25100000
Utah,Groundwater,Fresh,Irrigation,494.0,2760000
Vermont,Groundwater,Fresh,Irrigation,0.77,626000
Virginia,Groundwater,Fresh,Irrigation,16.0,8000000
Washington,Groundwater,Fresh,Irrigation,798.0,6720000
West Virginia,Groundwater,Fresh,Irrigation,0.05,1850000
Wisconsin,Groundwater,Fresh,Irrigation,256.0,5690000
Wyoming,Groundwater,Fresh,Irrigation,437.0,564000
Puerto Rico,Groundwater,Fresh,Irrigation,22.4,3730000
U.S. Virgin Islands,Groundwater,Fresh,Irrigation,0.0,106000
Alabama,Groundwater,Saline,Irrigation,0.0,4780000
Alaska,Groundwater,Saline,Irrigation,0.0,710000
Arizona,Groundwater,Saline,Irrigation,0.0,6390000
Arkansas,Groundwater,Saline,Irrigation,0.0,2920000
California,Groundwater,Saline,Irrigation,0.0,37300000
Colorado,Groundwater,Saline,Irrigation,0.0,5030000
Connecticut,Groundwater,Saline,Irrigation,0.0,3570000
Delaware,Groundwater,Saline,Irrigation,0.0,898000
District Of Columbia,Groundwater,Saline,Irrigation,0.0,602000
Florida,Groundwater,Saline,Irrigation,0.0,18800000
Georgia,Groundwater,Saline,Irrigation,0.0,9690000
Hawaii,Groundwater,Saline,Irrigation,0.0,1360000
Idaho,Groundwater,Saline,Irrigation,0.0,1570000
Illinois,Groundwater,Saline,Irrigation,0.0,12800000
Indiana,Groundwater,Saline,Irrigation,0.0,6480000
Iowa,Groundwater,Saline,Irrigation,0.0,3050000
Kansas,Groundwater,Saline,Irrigation,0.0,2850000
Kentucky,Groundwater,Saline,Irrigation,0.0,4340000
Louisiana,Groundwater,Saline,Irrigation,0.0,4530000
Maine,Groundwater,Saline,Irrigation,0.0,1330000
Maryland,Groundwater,Saline,Irrigation,0.0,5770000
Massachusetts,Groundwater,Saline,Irrigation,0.0,6550000
Michigan,Groundwater,Saline,Irrigation,0.0,9880000
Minnesota,Groundwater,Saline,Irrigation,0.0,5300000
Mississippi,Groundwater,Saline,Irrigation,0.0,2970000
Missouri,Groundwater,Saline,Irrigation,0.0,5990000
Montana,Groundwater,Saline,Irrigation,0.0,989000
Nebraska,Groundwater,Saline,Irrigation,0.0,1830000
Nevada,Groundwater,Saline,Irrigation,0.0,2700000
New Hampshire,Groundwater,Saline,Irrigation,0.0,1320000
New Jersey,Groundwater,Saline,Irrigation,0.0,8790000
New Mexico,Groundwater,Saline,Irrigation,0.0,2060000
New York,Groundwater,Saline,Irrigation,0.0,19400000
North Carolina,Groundwater,Saline,Irrigation,0.0,9540000
North Dakota,Groundwater,Saline,Irrigation,0.0,673000
Ohio,Groundwater,Saline,Irrigation,0.0,11500000
Oklahoma,Groundwater,Saline,Irrigation,0.0,3750000
Oregon,Groundwater,Saline,Irrigation,0.0,3830000
Pennsylvania,Groundwater,Saline,Irrigation,0.0,12700000
Rhode Island,Groundwater,Saline,Irrigation,0.0,1050000
South Carolina,Groundwater,Saline,Irrigation,0.0,4630000
South Dakota,Groundwater,Saline,Irrigation,0.0,814000
Tennessee,Groundwater,Saline,Irrigation,0.0,6350000
Texas,Groundwater,Saline,Irrigation,0.0,25100000
Utah,Groundwater,Saline,Irrigation,0.0,2760000
Vermont,Groundwater,Saline,Irrigation,0.0,626000
Virginia,Groundwater,Saline,Irrigation,0.0,8000000
Washington,Groundwater,Saline,Irrigation,0.0,6720000
West Virginia,Groundwater,Saline,Irrigation,0.0,1850000
Wisconsin,Groundwater,Saline,Irrigation,0.0,5690000
Wyoming,Groundwater,Saline,Irrigation,0.0,564000
Puerto Rico,Groundwater,Saline,Irrigation,0.0,3730000
U.S. Virgin Islands,Groundwater,Saline,Irrigation,0.0,106000
Alabama,Groundwater,Fresh,Livestock,11.7,4780000
Alaska,Groundwater,Fresh,Livestock,0.1,710000
Arizona,Groundwater,Fresh,Livestock,27.0,6390000
Arkansas,Groundwater,Fresh,Livestock,15.6,2920000
California,Groundwater,Fresh,Livestock,84.4,37300000
Colorado,Groundwater,Fresh,Livestock,25.1,5030000
Connecticut,Groundwater,Fresh,Livestock,1.01,3570000
